22	635	1
22	721	1
22	926	2
22	1649	1
22	2252	1
22	2636	1
22	3062	1
22	3121	1
22	3678	1
22	3883	1
76	589	1
76	863	1
76	1089	1
76	1229	1
76	1403	1
76	1412	1
76	1414	1
76	1702	1
76	1891	2
76	1943	1
76	2298	2
76	2592	1
76	2765	1
76	3311	1
76	3387	1
76	3390	2
76	3462	2
76	3472	3
76	3632	1
76	3686	1
76	3701	1
76	3704	1
83	628	1
83	637	3
83	1501	1
83	1519	1
83	1539	1
83	2636	2
83	3412	2
83	3690	1
83	3692	2
83	3762	1
83	3916	1
83	4030	1
94	289	2
94	312	1
94	374	1
94	579	1
94	628	1
94	637	1
94	685	1
94	788	2
94	926	3
94	991	1
94	1659	2
94	1665	2
94	1818	1
94	2079	1
94	2257	1
94	2292	1
94	2444	1
94	2796	2
94	3011	1
94	3423	1
94	3531	1
94	3678	2
94	3686	2
94	3701	1
94	3992	1
94	4071	1
97	589	1
97	944	1
97	1089	1
97	1120	1
97	1357	3
97	1374	1
97	1379	1
97	1413	1
97	1414	2
97	1478	1
97	1649	1
97	1702	1
97	1719	2
97	1891	2
97	1901	1
97	2246	2
97	2284	1
97	2309	1
97	2608	1
97	2817	1
97	2898	1
97	2947	1
97	2962	1
97	2999	1
97	3264	1
97	3372	3
97	3531	1
97	3686	3
97	3704	1
143	217	2
143	219	1
143	587	1
143	589	2
143	628	1
143	1089	3
143	1120	3
143	1175	2
143	1220	1
143	1324	1
143	1357	2
143	1374	2
143	1409	1
143	1412	1
143	1414	4
143	1478	2
143	1497	1
143	1593	1
143	1606	1
143	1649	1
143	1665	1
143	1702	2
143	1719	5
143	1891	1
143	1901	2
143	1904	1
143	2246	1
143	2284	1
143	2309	1
143	2925	1
143	2962	1
143	3188	1
143	3372	1
143	3390	1
143	3574	1
143	3578	1
143	3684	1
143	3686	1
143	3701	1
143	3704	3
143	3851	4
143	3965	2
143	4040	1
143	4049	1
155	217	1
155	219	1
155	964	4
155	1026	1
155	1089	2
155	1137	1
155	1357	1
155	1478	3
155	1719	1
155	1901	2
155	2570	1
155	2660	1
155	2769	3
155	2844	2
155	2854	1
155	2859	4
155	2925	2
155	3318	1
155	3325	2
155	3343	1
155	3531	1
155	3578	2
155	3678	1
155	3686	1
155	3701	1
155	3704	1
155	3762	1
155	3851	1
155	4049	3
155	4140	1
198	335	2
198	374	1
198	433	1
198	489	1
198	589	3
198	716	1
198	863	1
198	1026	1
198	1089	2
198	1120	5
198	1137	1
198	1163	1
198	1203	1
198	1230	1
198	1239	1
198	1324	1
198	1357	4
198	1374	1
198	1376	1
198	1403	1
198	1414	4
198	1478	8
198	1539	1
198	1593	1
198	1649	2
198	1659	2
198	1702	2
198	1719	3
198	1727	2
198	1901	2
198	1909	1
198	1943	1
198	2298	1
198	2323	1
198	2326	1
198	2570	2
198	2592	1
198	2636	2
198	2658	1
198	2898	1
198	2925	1
198	2999	1
198	3011	1
198	3121	1
198	3343	1
198	3372	2
198	3377	1
198	3423	2
198	3446	1
198	3462	2
198	3472	1
198	3531	1
198	3578	3
198	3678	3
198	3686	6
198	3701	1
198	3992	1
198	4030	1
198	4043	2
198	4049	1
201	203	1
201	217	3
201	224	1
201	335	2
201	347	1
201	415	1
201	489	1
201	548	1
201	585	1
201	623	1
201	1026	1
201	1089	1
201	1175	1
201	1203	1
201	1220	1
201	1357	4
201	1384	1
201	1397	1
201	1414	3
201	1478	3
201	1510	2
201	1694	2
201	1702	2
201	1719	1
201	1727	1
201	1761	1
201	1792	2
201	1878	1
201	1888	1
201	1895	1
201	1904	1
201	1930	1
201	1943	2
201	2090	1
201	2284	1
201	2298	1
201	2309	1
201	2411	1
201	2424	1
201	2852	1
201	2859	1
201	2898	1
201	3012	1
201	3046	1
201	3090	1
201	3343	1
201	3372	2
201	3390	2
201	3528	2
201	3531	1
201	3578	1
201	3678	2
201	3686	4
201	3704	2
201	3812	1
201	3851	1
201	3910	1
201	3966	1
201	3992	2
201	4043	1
201	4049	2
203	347	1
203	589	1
203	716	1
203	1089	1
203	1216	1
203	1220	1
203	1357	2
203	1414	3
203	1464	1
203	1719	1
203	1742	1
203	1760	1
203	1761	1
203	1888	3
203	2570	1
203	3387	1
203	3530	1
203	3686	3
203	3704	1
203	3790	1
203	3812	1
203	3966	1
203	4049	2
217	224	1
217	312	1
217	335	5
217	347	2
217	377	1
217	415	1
217	489	3
217	548	1
217	579	1
217	585	4
217	587	2
217	589	4
217	601	3
217	623	1
217	644	2
217	721	1
217	900	1
217	926	1
217	944	2
217	964	2
217	1026	2
217	1039	2
217	1065	5
217	1089	10
217	1120	11
217	1166	2
217	1175	6
217	1220	2
217	1229	1
217	1230	2
217	1309	1
217	1314	1
217	1357	21
217	1374	1
217	1379	1
217	1384	2
217	1397	3
217	1399	4
217	1400	1
217	1402	2
217	1403	2
217	1409	2
217	1412	4
217	1413	4
217	1414	13
217	1464	3
217	1478	16
217	1497	3
217	1501	2
217	1517	1
217	1576	1
217	1606	2
217	1649	1
217	1659	4
217	1665	4
217	1694	4
217	1702	8
217	1719	17
217	1727	1
217	1742	1
217	1760	4
217	1761	4
217	1818	1
217	1878	4
217	1888	1
217	1891	3
217	1901	3
217	1904	2
217	1943	1
217	2246	1
217	2252	1
217	2284	11
217	2309	6
217	2409	1
217	2411	1
217	2416	1
217	2424	1
217	2528	2
217	2570	4
217	2608	1
217	2671	2
217	2769	1
217	2796	2
217	2844	1
217	2898	1
217	2925	4
217	2951	2
217	2954	1
217	2999	2
217	3012	1
217	3022	2
217	3062	1
217	3188	3
217	3264	2
217	3318	1
217	3343	1
217	3372	6
217	3390	6
217	3394	3
217	3414	1
217	3499	1
217	3528	2
217	3531	6
217	3578	6
217	3632	1
217	3649	1
217	3678	4
217	3686	9
217	3701	4
217	3704	19
217	3790	2
217	3794	2
217	3835	1
217	3851	7
217	3910	1
217	3965	1
217	3966	1
217	3992	7
217	4020	1
217	4040	1
217	4043	3
217	4049	8
217	4071	2
217	4073	1
217	4140	1
219	335	1
219	374	1
